,GOOG,MSFT
2020-09-08,1.971861474994004,1.8609480969560388
2020-09-09,1.9718614749940038,1.8609480969560388
2020-09-10,2.0667071139073823,1.8609480969560388
2020-09-11,2.11588883970884,2.042672883315652
2020-09-14,2.228024712225908,2.2587040966078114
2020-09-15,2.228024712225908,2.258704096607811
2020-09-16,2.228024712225908,2.447752886198246
2020-09-17,2.4503527955930906,2.4477528861982467
2020-09-18,2.4503527955930906,2.4477528861982454
2020-09-21,2.6670945787042912,2.7239549128053935
2020-09-22,2.6670945787042912,2.917863398141111
2020-09-23,2.847382145892362,3.0281505109445694
2020-09-24,2.6670945787042912,3.1301526910223667
2020-09-25,2.6670945787042912,3.126507625127015
2020-09-28,2.6670945787042912,3.126507625127016
2020-09-29,2.6670945787042912,3.126507625127015
2020-09-30,2.6670945787042912,3.126507625127016
2020-10-01,2.548962864823824,3.1265076251270165
2020-10-02,2.462370326134822,3.02815051094457
2020-10-05,2.3790865968229253,2.917863398141111
2020-10-06,2.462370326134822,2.7739637633804763
2020-10-07,2.462370326134822,2.623136093225253
2020-10-08,2.3790865968229253,2.594745422067121
2020-10-09,2.3138064575537074,2.551664606886624
2020-10-12,2.3138064575537074,2.5947454220671204
2020-10-13,2.3138064575537074,2.594745422067121
2020-10-14,2.3132401699708707,2.4455195973913066
2020-10-15,2.235220049549244,2.445519597391306
2020-10-16,2.1229400175925104,2.228994355144941
2020-10-19,2.1229400175925104,2.228994355144941
2020-10-20,2.1229400175925104,2.149383512730431
2020-10-21,2.1229400175925104,2.145124988895514
2020-10-22,2.1229400175925104,2.0857312833402286
2020-10-23,1.980711050396975,2.010257655754128
2020-10-26,2.1229400175925104,2.0102576557541285
2020-10-27,2.1229400175925104,2.031128595633082
2020-10-28,2.235220049549244,2.0311285956330822
2020-10-29,2.273510242871967,2.031128595633082
2020-10-30,2.329664491553215,2.0311285956330827
2020-11-02,2.4977889090178285,2.090241609160842
2020-11-03,2.550583975252824,2.090241609160843
2020-11-04,2.741630140895242,2.145124988895514
2020-11-05,2.741630140895242,2.1451249888955135
2020-11-06,2.741630140895242,2.2247358313100243
2020-11-09,2.741630140895242,2.2247358313100234
2020-11-10,2.741630140895242,2.3055709555584087
2020-11-11,2.741630140895242,2.36432155597454
2020-11-12,2.741630140895242,2.364321555974539
2020-11-13,2.741630140895242,2.36432155597454
2020-11-16,2.678810880636692,2.232444053224524
2020-11-17,2.5358665487992127,2.232444053224524
2020-11-18,2.3679097163164413,2.232444053224524
2020-11-19,2.2496613230156894,2.232444053224524
2020-11-20,2.2496613230156903,2.232444053224524
2020-11-23,2.069454325791626,2.0970062412689927
2020-11-24,2.265677870954506,2.232444053224524
2020-11-25,2.069454325791626,2.0835453175897007
2020-11-27,1.9503435431057317,2.0835453175897007
2020-11-30,1.8626048556855122,1.98717706067803
2020-12-01,1.8626048556855117,1.9009074186862045
2020-12-02,1.8626048556855122,1.8348450962983156
2020-12-03,1.8460269179967055,1.7560735564603414
2020-12-04,1.832860614888764,1.7560735564603411
2020-12-07,1.8031800877516253,1.6200103539344244
2020-12-08,1.7607738087434353,1.6200103539344246
2020-12-09,1.7607738087434353,1.6200103539344242
2020-12-10,1.8031800877516255,1.5335450609770631
2020-12-11,1.8031800877516262,1.5335450609770631
2020-12-14,1.8031800877516255,1.5580039230864262
2020-12-15,1.8023982486265677,1.558003923086426
2020-12-16,1.8023982486265677,1.5580039230864262
2020-12-17,1.8460269179967053,1.5198505031303202
2020-12-18,1.8613824653235647,1.558003923086426
2020-12-21,1.886517245959529,1.616782080415321
2020-12-22,1.8189761863153744,1.6167820804153206
2020-12-23,1.6106992626688024,1.51985050313032
2020-12-24,1.6106992626688024,1.51985050313032
2020-12-28,1.6696834793657995,1.5198505031303202
2020-12-29,1.678240322312957,1.51985050313032
2020-12-30,1.6782403223129563,1.5198505031303204
2020-12-31,1.4509817809057484,1.5236466855423192
2021-01-04,1.678240322312957,1.580344607171451
2021-01-05,1.7992706106137708,1.5803446071714509
2021-01-06,1.9553301825634561,1.6425048388472554
2021-01-07,2.0412151723168237,1.6425048388472558
2021-01-08,2.012214317718455,1.6121357682219666
2021-01-11,1.960882871330858,1.6121357682219666
2021-01-12,2.012214317718455,1.6121357682219666
2021-01-13,1.9608828713308586,1.6121357682219666
2021-01-14,2.012214317718455,1.6485732414658363
2021-01-15,2.012214317718455,1.6121357682219664
2021-01-19,2.0412151723168237,1.648573241465837
2021-01-20,2.168677736929301,1.653078150437697
2021-01-21,2.1686777369293004,1.6530781504376968
2021-01-22,2.1686777369293004,1.6714392859359035
2021-01-25,2.3308216786561,1.741646743157424
2021-01-26,2.3308216786561,1.7616751432960351
2021-01-27,2.3308216786560996,1.8206550268541732
2021-01-28,2.457958573421944,1.8831887402074527
2021-01-29,2.54470926542616,1.949796745166268
2021-02-01,2.694184424912057,2.076723108426119
2021-02-02,2.5447092654261603,1.949796745166268
2021-02-03,2.694184424912057,2.076723108426119
2021-02-04,2.5447092654261603,1.949796745166268
2021-02-05,2.4579585734219442,1.8272649146617623
2021-02-08,2.493883679283631,1.8272649146617623
2021-02-09,2.493883679283631,1.8272649146617626
2021-02-10,2.427057057728704,1.949796745166268
2021-02-11,2.427057057728704,1.949796745166268
2021-02-12,2.3119633589000625,1.8272649146617623
2021-02-16,2.3700932779401525,1.8272649146617623
2021-02-17,2.219074473249823,1.7447028011698715
2021-02-18,2.151024440258368,1.6180467742286293
2021-02-19,2.1334342227808767,1.5192901024095151
2021-02-22,2.1334342227808767,1.5192901024095151
2021-02-23,2.1334342227808767,1.5192901024095151
2021-02-24,2.151024440258368,1.5192901024095151
2021-02-25,2.151024440258368,1.5192901024095153
2021-02-26,2.151024440258368,1.519290102409515
2021-03-01,2.0996274729723856,1.5192901024095151
2021-03-02,2.000005067542845,1.5192901024095151
2021-03-03,2.0000050675428445,1.5866873829317862
2021-03-04,2.000005067542845,1.5866873829317862
2021-03-05,2.1095475869237514,1.7347300499810265
2021-03-08,2.219074473249823,1.9473698393500716
2021-03-09,2.0514020348288278,1.947369839350072
2021-03-10,2.0933528676558586,2.1027804616922587
2021-03-11,2.151482786695948,2.0917881722396747
2021-03-12,2.174287382767137,2.0917881722396747
2021-03-15,2.1742873827671376,2.0917881722396743
2021-03-16,2.2963423739285997,2.0917881722396747
2021-03-17,2.54045379617993,2.189207290919533
2021-03-18,2.5404537961799294,2.189207290919533
2021-03-19,2.540453796179929,2.1892072909195326
2021-03-22,2.5404537961799294,2.189207290919533
2021-03-23,2.2963423739286,2.0917881722396743
2021-03-24,2.0657801665359408,1.936377549897488
2021-03-25,2.0657801665359408,1.9363775498974882
2021-03-26,2.042975570464752,1.936377549897488
2021-03-29,2.0657801665359408,2.070494874471411
2021-03-30,2.0657801665359408,2.070494874471411
2021-03-31,2.042975570464752,2.070494874471411
2021-04-01,2.042975570464752,2.0129738713788847
2021-04-05,2.042975570464752,2.012973871378885
2021-04-06,1.9209889642092108,1.8537699778724717
2021-04-07,1.9209889642092108,1.8537699778724717
2021-04-08,1.8042678995401016,1.7031630542979832
2021-04-09,1.7804162561816463,1.6741243828343526
2021-04-12,1.751034334058574,1.6741243828343526
2021-04-13,1.751034334058574,1.6741243828343526
2021-04-14,1.6840599227330877,1.5848111089095789
2021-04-15,1.684059922733088,1.4662460312580656
2021-04-16,1.6229969943698037,1.4117125899745808
2021-04-19,1.5886087345246325,1.4250271784081234
2021-04-20,1.6229969943698044,1.4008463453223563
2021-04-21,1.618532924000247,1.351913088514253
2021-04-22,1.618532924000247,1.4008463453223563
2021-04-23,1.6185329240002466,1.4008463453223559
2021-04-26,1.5739508342593505,1.3519130885142534
2021-04-27,1.4917785606595775,1.3098692320074088
2021-04-28,1.5739508342593505,1.351913088514253
2021-04-29,1.491778560659578,1.351913088514253
2021-04-30,1.4236369739984895,1.3481305552994525
2021-05-03,1.423636973998489,1.3098692320074088
2021-05-04,1.453890474196846,1.3481305552994525
2021-05-05,1.4538904741968464,1.3481305552994525
2021-05-06,1.5075123720040309,1.383749223674013
2021-05-07,1.453890474196846,1.3481305552994525
2021-05-10,1.453890474196846,1.3951019813075414
2021-05-11,1.5360627477966196,1.4121991029558845
2021-05-12,1.627233871725484,1.4121991029558845
2021-05-13,1.5501553208267993,1.4536216280740493
2021-05-14,1.617688156835858,1.490043075360921
2021-05-17,1.617688156835858,1.490043075360921
2021-05-18,1.617688156835858,1.4900430753609208
2021-05-19,1.6610467792739763,1.5583351493255329
2021-05-20,1.6493853594063748,1.5583351493255329
2021-05-21,1.5653422676107178,1.490043075360921
2021-05-24,1.649385359406375,1.490043075360921
2021-05-25,1.6493853594063743,1.490043075360921
2021-05-26,1.5653422676107178,1.490043075360921
2021-05-27,1.6072771320821895,1.4756469563804309
2021-05-28,1.607277132082189,1.475646956380431
2021-06-01,1.6072771320821893,1.490043075360921
2021-06-02,1.5714184476482458,1.475646956380431
2021-06-03,1.5714184476482467,1.4598745262254949
2021-06-04,1.529483583176775,1.4598745262254949
2021-06-07,1.5294835831767752,1.475646956380431
2021-06-08,1.4848658212924013,1.4598745262254949
2021-06-09,1.4169196989618442,1.4497140158512527
2021-06-10,1.3061820343154595,1.4497140158512527
2021-06-11,1.2457948646726411,1.415474220478643
2021-06-14,1.2309763070665265,1.3863669107935133
2021-06-15,1.2007586065685687,1.3863669107935133
2021-06-16,1.2007586065685685,1.3863669107935133
2021-06-17,1.2007586065685683,1.3863669107935133
2021-06-18,1.2007586065685687,1.377069489819961
2021-06-21,1.2457948646726411,1.3770694898199611
2021-06-22,1.2007586065685687,1.363855285041931
2021-06-23,1.1906496555095163,1.363855285041931
2021-06-24,1.1510065770758708,1.363855285041931
2021-06-25,1.130494352020207,1.363855285041931
2021-06-28,1.1304943520202064,1.363855285041931
2021-06-29,1.1304943520202066,1.3557868198837202
2021-06-30,1.105640433398011,1.31451783662853
2021-07-01,1.1167848700473169,1.2444196603494944
2021-07-02,1.1167848700473169,1.2444196603494944
2021-07-06,1.1393208314817238,1.2444196603494944
2021-07-07,1.1393208314817238,1.2391303309741053
2021-07-08,1.1510065770758706,1.271498738870645
2021-07-09,1.1393208314817238,1.2391303309741053
2021-07-12,1.1084612320057716,1.2391303309741053
2021-07-13,1.1059582162700377,1.271498738870645
2021-07-14,1.1059582162700377,1.271498738870645
2021-07-15,1.1059582162700377,1.2082525483939566
2021-07-16,1.0737388367667229,1.2082525483939566
2021-07-19,1.0737388367667229,1.2082525483939566
2021-07-20,1.0737388367667229,1.2082525483939566
2021-07-21,1.1059582162700377,1.2082525483939566
2021-07-22,1.0737388367667229,1.2082525483939566
2021-07-23,1.1059582162700377,1.235514343301844
2021-07-26,1.1886484790495464,1.235514343301844
2021-07-27,1.2582807540222891,1.3092285072531409
2021-07-28,1.3764370466585003,1.3288007612684265
2021-07-29,1.3764370466585003,1.3288007612684265
2021-07-30,1.3068047716857571,1.3288007612684265
2021-08-02,1.1047834947906203,1.235514343301844
2021-08-03,1.2745853921824426,1.1775574822005446
2021-08-04,1.2745853921824426,1.1376304293247876
2021-08-05,1.0526060884221045,1.1376304293247876
2021-08-06,1.0526060884221045,1.1376304293247876
2021-08-09,1.222032988789585,1.1648922242326751
2021-08-10,1.2020749619243838,1.1648922242326751
2021-08-11,1.2296195631040732,1.1648922242326751
2021-08-12,1.136037835546567,1.212039370524367
2021-08-13,1.136037835546567,1.212039370524367
2021-08-16,1.136037835546567,1.212039370524367
2021-08-17,1.136037835546567,1.1648922242326751
2021-08-18,1.136037835546567,1.1648922242326751
2021-08-19,1.277898133807358,1.212039370524367
2021-08-20,1.277898133807358,1.224278869753984
2021-08-23,1.277898133807358,1.224278869753984
2021-08-24,1.1729337481587678,1.2121180010865416
2021-08-25,1.1246331765284827,1.2121180010865416
2021-08-26,1.1246331765284827,1.2121180010865416
2021-08-27,1.1729337481587678,1.224278869753984
2021-08-30,1.241618057128171,1.224278869753984
2021-08-31,1.1729337481587678,1.224278869753984
2021-09-01,1.1729337481587678,1.227576944827535
2021-09-02,1.241618057128171,1.227576944827535
2021-09-03,1.2959693163268329,1.227576944827535
2021-09-07,1.2386896663755145,1.2154160761600927
2021-09-08,1.2386896663755145,1.1851240807034538
2021-09-09,1.2386896663755145,1.2154160761600927
2021-09-10,1.2959693163268329,1.2154160761600927
2021-09-13,1.3145936623781385,1.2154160761600927
2021-09-14,1.2959693163268329,1.1851240807034538
2021-09-15,1.2959693163268329,1.1851240807034538
2021-09-16,1.2817797964272435,1.1851240807034538
2021-09-17,1.2817797964272435,1.1851240807034538
2021-09-20,1.2817797964272435,1.1851240807034538
2021-09-21,1.2817797964272435,1.1910228688450282
2021-09-22,1.2959693163268329,1.20146240677234
2021-09-23,1.2959693163268329,1.1701321121830697
2021-09-24,1.3145936623781385,1.1626439101413455
2021-09-27,1.3145936623781385,1.1626439101413455
2021-09-28,1.3476180537818694,1.1876949491864297
2021-09-29,1.389182031453818,1.212088156501494
2021-09-30,1.4263879631384613,1.261132180443704
2021-10-01,1.4263879631384613,1.4073358307238113
2021-10-04,1.4688357236326677,1.4962310322979198
2021-10-05,1.5798103519348867,1.518511008076576
2021-10-06,1.802398179881095,1.596336408904356
2021-10-07,1.802398179881095,1.518511008076576
2021-10-08,1.5798103519348867,1.4962310322979198
2021-10-11,1.5798103519348867,1.5740564331257
2021-10-12,1.802398179881095,1.5740564331257
2021-10-13,1.5798103519348867,1.5740564331257
2021-10-14,1.6483001150030328,1.716603251455303
2021-10-15,1.5668028570772443,1.549882649053414
2021-10-18,1.4688357236326677,1.549882649053414
2021-10-19,1.4688357236326677,1.549882649053414
2021-10-20,1.537325486700814,1.3080551287078812
2021-10-21,1.537325486700814,1.41174657677044
2021-10-22,1.6377144208756325,1.41174657677044
2021-10-25,1.7054348608191523,1.41174657677044
2021-10-26,1.6377144208756325,1.3080551287078812
2021-10-27,1.6377144208756325,1.3958580435064962
2021-10-28,1.6377144208756325,1.2856162193243348
2021-10-29,1.6377144208756325,1.2856162193243348
2021-11-01,1.6377144208756325,1.2856162193243348
2021-11-02,1.5990302114047616,1.251944646474178
2021-11-03,1.486185932337296,1.2486392697819937
2021-11-04,1.5990302114047616,1.2757604665125477
2021-11-05,1.5990302114047616,1.2856162193243348
2021-11-08,1.5990302114047616,1.2757604665125477
2021-11-09,1.5990302114047616,1.2757604665125477
2021-11-10,1.6377144208756325,1.2823108426321506
2021-11-11,1.6014520121350038,1.2598322479910031
2021-11-12,1.7054348608191523,1.2360164279526336
2021-11-15,1.7054348608191523,1.196322462974018
2021-11-16,1.7054348608191523,1.2360164279526336
2021-11-17,1.6667506513482817,1.24138012181165
2021-11-18,1.7517715433596799,1.24138012181165
2021-11-19,1.6477886946755318,1.24138012181165
2021-11-22,1.6477886946755318,1.2598322479910031
2021-11-23,1.776901683077869,1.2861561290915828
2021-11-24,1.6477886946755318,1.2649452508082062
2021-11-26,1.6477886946755318,1.2861561290915828
2021-11-29,1.6477886946755318,1.2734256555955037
2021-11-30,1.6477886946755318,1.2734256555955037
2021-12-01,1.7436307949586345,1.2871266948667228
2021-12-02,1.8327170514458477,1.361884448752138
2021-12-03,1.8327170514458477,1.361884448752138
2021-12-06,1.9174772674476153,1.471874570941682
2021-12-07,1.917477267447615,1.5408253199027464
2021-12-08,1.8328084681700738,1.5408253199027464
2021-12-09,1.7545434199545642,1.5408253199027464
2021-12-10,1.754543419954564,1.6318560940047444
2021-12-13,1.7436307949586345,1.6318560940047444
2021-12-14,1.754543419954564,1.71398022495685
2021-12-15,1.8328084681700738,1.7351582024322627
2021-12-16,1.9398684569424232,2.07052764478785
2021-12-17,1.9398684569424232,2.382773256635666
2021-12-20,1.9398684569424234,2.382773256635666
2021-12-21,1.9398684569424232,2.382773256635666
2021-12-22,2.0095437322874377,2.382773256635666
2021-12-23,2.0095437322874377,2.382773256635666
2021-12-27,1.960755913629718,2.363094558391615
2021-12-28,1.9607559136297181,2.363094558391615
2021-12-29,1.8129070067934192,2.208068838573552
2021-12-30,1.7100361990670132,1.8923780944620152
2021-12-31,1.6615372973865024,1.8802968304510517
2022-01-03,1.5794771535786838,1.8802968304510517
2022-01-04,1.5794771535786838,1.8802968304510517
2022-01-05,1.5794771535786838,2.208068838573552
2022-01-06,1.6615372973865024,2.3272495885062305
2022-01-07,1.7325797341999591,2.3272495885062305
2022-01-10,1.8354505419263651,2.3272495885062305
2022-01-11,1.9028959558012386,2.3272495885062305
2022-01-12,1.8354505419263651,2.215262495745452
2022-01-13,1.8354505419263651,2.215262495745452
2022-01-14,1.8354505419263651,2.206321758826281
2022-01-18,1.7325797341999591,2.206321758826281
2022-01-19,1.8671673208195552,2.2881154629024048
2022-01-20,1.8671673208195552,2.2881154629024048
2022-01-21,1.8671673208195552,2.2881154629024048
2022-01-24,2.029639611016829,2.3763100267218515
2022-01-25,2.131060575371319,2.5593530485688736
2022-01-26,2.236711045814959,2.7114683893180644
2022-01-27,2.423541055159907,2.8155625717524027
2022-01-28,2.579183013053607,2.9981653041921588
2022-01-31,2.6388576016156016,2.9981653041921588
2022-02-01,2.640618531662375,2.9981653041921588
2022-02-02,2.742837109340926,2.9981653041921588
2022-02-03,2.742837109340926,2.9981653041921588
2022-02-04,2.9542755136361616,3.005593417009877
2022-02-07,3.184424986969532,3.005593417009877
2022-02-08,2.9542755136361616,2.8787587212020145
2022-02-09,2.9542755136361616,2.8787587212020145
2022-02-10,2.9542755136361616,2.8787587212020145
2022-02-11,3.068572348001311,2.8787587212020145
2022-02-14,3.068572348001311,2.8787587212020145
2022-02-15,3.068572348001311,2.8787587212020145
2022-02-16,3.068572348001311,2.8279531539176608
2022-02-17,3.068572348001311,2.7114438557065697
2022-02-18,2.767018362430267,2.631106827361255
2022-02-22,2.767018362430267,2.5353624715956915
2022-02-23,3.0265219607009923,2.5353624715956915
2022-02-24,3.0265219607009914,2.5353624715956915
2022-02-25,2.9551174484633176,2.423745540031857
2022-02-28,2.6948235286370457,2.369803844757385
2022-03-01,2.6948235286370457,2.423745540031857
2022-03-02,2.6948235286370457,2.5179251250147865
2022-03-03,2.5691329331711543,2.6064642961794924
2022-03-04,2.5691329331711543,2.6064642961794924
2022-03-07,2.5691329331711543,2.6064642961794924
2022-03-08,2.5691329331711543,2.6064642961794924
2022-03-09,2.6948235286370457,2.6375992363658027
2022-03-10,2.6948235286370457,2.6375992363658027
2022-03-11,2.7822765819286213,2.6375992363658027
2022-03-14,2.7822765819286217,2.6375992363658027
2022-03-15,2.9303443612787565,2.791011003821584
2022-03-16,3.018774893787052,2.9939587760110244
2022-03-17,3.018774893787052,2.9939587760110244
2022-03-18,2.9510853563764217,2.9939587760110244
2022-03-21,2.9510853563764217,2.9939587760110244
2022-03-22,2.9510853563764217,2.9939587760110244
2022-03-23,2.889680308762314,2.8417231387144897
2022-03-24,2.781486260373073,2.7020089648641146
2022-03-25,2.65658598646273,2.7020089648641146
2022-03-28,2.65658598646273,2.7020089648641146
2022-03-29,2.65658598646273,2.670874024677804
2022-03-30,2.65658598646273,2.4495668527858347
2022-03-31,2.622302254205504,2.24897095536752
2022-04-01,2.2762824264671404,2.1300452704569466
2022-04-04,2.209009552017191,2.1107974394849256
2022-04-05,2.171697531377175,2.095155768362731
2022-04-06,2.171697531377175,2.095155768362731
2022-04-07,2.171697531377175,2.0980362639770496
2022-04-08,2.1253464089112875,2.065666151258706
2022-04-11,2.1253464089112875,2.065666151258706
2022-04-12,2.1253464089112875,2.065666151258706
2022-04-13,1.980154752508294,2.065666151258706
2022-04-14,2.1253464089112875,2.065666151258706
2022-04-18,1.980154752508294,2.047667616685857
2022-04-19,1.980154752508294,2.065666151258706
2022-04-20,1.980154752508294,2.0643960582820062
2022-04-21,2.1253464089112875,2.114403599334752
2022-04-22,2.1253464089112875,2.24897095536752
2022-04-25,2.203807425206444,2.3869004655802764
2022-04-26,2.3709242181702086,2.476694536435564
2022-04-27,2.529944453104095,2.5994295779743943
2022-04-28,2.601947824494156,2.6938428139999493
2022-04-29,2.73640132753777,2.9068411770155147
2022-05-02,2.9152969957860018,3.079544016423025
2022-05-03,2.9152969957860018,3.079544016423025
2022-05-04,3.072234836022543,3.1523082342202478
2022-05-05,3.2524756073246928,3.1523082342202478
2022-05-06,3.2524756073246923,3.1523082342202478
2022-05-09,3.2524756073246928,3.249571185174714
2022-05-10,3.2524756073246928,3.2545217790185483
2022-05-11,3.0722348360225413,3.2545217790185483
2022-05-12,3.2524756073246928,3.3525001480680583
2022-05-13,3.4344899604565944,3.3525001480680583
2022-05-16,3.4344899604565944,3.5001426026555498
2022-05-17,3.4344899604565944,3.5001426026555498
2022-05-18,3.4344899604565944,3.633467413185092
2022-05-19,3.2622731605570343,3.5001426026555498
2022-05-20,3.2622731605570343,3.5500607694077724
2022-05-23,3.0820323892548838,3.3525001480680583
2022-05-24,3.2622731605570343,3.3525001480680583
2022-05-25,3.031356784509674,3.2545217790185483
2022-05-26,3.0313567845096743,3.1584425549512707
2022-05-27,2.9213456496233903,3.0807277433102147
2022-05-31,2.9213456496233903,3.056026136149367
2022-06-01,3.05152657385294,3.056026136149367
2022-06-02,3.0515265738529394,3.056026136149367
2022-06-03,2.9213456496233903,2.980476255313202
2022-06-06,2.9141030236038725,2.980476255313202
2022-06-07,2.9141030236038725,2.8923948814917715
2022-06-08,2.8791670905187203,2.8239737500766697
2022-06-09,2.986186111902264,2.8239737500766697
2022-06-10,2.8791670905187203,2.8239737500766697
2022-06-13,2.685067992913936,2.8239737500766697
2022-06-14,2.685067992913936,2.7233479873562834
2022-06-15,2.8791670905187203,2.8239737500766697
2022-06-16,2.8791670905187208,2.7233479873562842
2022-06-17,2.986186111902265,2.723347987356284
2022-06-21,2.979261044930822,2.625545077860343
2022-06-22,2.979261044930822,2.625545077860343
2022-06-23,2.829809435926554,2.6011627437446854
2022-06-24,2.9792610449308228,2.4641029962383945
2022-06-27,2.863842244339156,2.4641029962383945
2022-06-28,2.901587850303322,2.6011627437446854
2022-06-29,2.752136241299055,2.6011627437446854
2022-06-30,2.7521362412990547,2.585620784357388
2022-07-01,2.597305857861075,2.4837747949264446
2022-07-05,2.7521362412990547,2.585620784357388
2022-07-06,2.901587850303323,2.4837747949264446
2022-07-07,3.023931717866432,2.362257006807451
2022-07-08,3.023931717866431,2.362257006807451
2022-07-11,2.901587850303322,2.277926684718666
2022-07-12,2.9166505093707955,2.277926684718666
2022-07-13,2.994415240375244,2.184997374589354
2022-07-14,2.994415240375244,2.277926684718666
2022-07-15,2.8940590988510504,2.1988445237763417
2022-07-18,2.8940590988510504,2.277926684718666
2022-07-19,2.8940590988510504,2.2723493775837476
2022-07-20,2.801231708779129,2.2998756205162554
2022-07-21,2.842430911322465,2.2998756205162554
2022-07-22,2.920195642326914,2.332861243481413
2022-07-25,2.920195642326914,2.299875620516256
2022-07-26,2.9201956423269135,2.3566796996725325
2022-07-27,2.920195642326914,2.3566796996725325
2022-07-28,2.9201956423269144,2.36582356288826
2022-07-29,2.920195642326914,2.2998756205162554
2022-08-01,2.920195642326914,2.2998756205162554
2022-08-02,2.847409675805836,2.226370766708849
2022-08-03,2.8212731323299725,2.2998756205162554
2022-08-04,2.7846415432430502,2.2998756205162554
2022-08-05,2.7846415432430502,2.2998756205162554
2022-08-08,2.7846415432430502,2.34086799557052
2022-08-09,2.7147681169483424,2.2998756205162554
2022-08-10,2.6206505986646524,2.2998756205162554
2022-08-11,2.6206505986646524,2.226370766708849
2022-08-12,2.6206505986646524,2.138707999188216
2022-08-15,2.5255045136078387,1.9808564194325282
2022-08-16,2.459693677748659,1.9472095610747377
2022-08-17,2.38081237473122,1.9252284288592945
2022-08-18,2.216376608556768,1.8624010176426784
2022-08-19,2.0550311921727498,1.7843712907309146
2022-08-22,1.9891860869326032,1.8216655428930453
2022-08-23,1.9035293245490723,1.7296609945570274
2022-08-24,1.826565794576339,1.6700480557816073
2022-08-25,1.826565794576339,1.625643696954723
2022-08-26,1.826565794576339,1.625643696954723
2022-08-29,1.826565794576339,1.5003123483612777
2022-08-30,1.8265657945763387,1.5003123483612777
2022-08-31,1.826565794576339,1.5003123483612777
2022-09-01,1.8915055647218972,1.625643696954723
2022-09-02,1.960546507697387,1.625643696954723
2022-09-06,1.9605465076973867,1.625643696954723
2022-09-07,1.989186086932603,1.6256436969547234
2022-09-08,2.088815837148953,1.6700480557816073
2022-09-09,1.9605465076973867,1.785268454620315
2022-09-12,1.960546507697387,1.7408640957934305
2022-09-13,2.088815837148953,1.8772730029563327
2022-09-14,2.088815837148953,1.8772730029563327
2022-09-15,2.2540569325952244,1.9955216719828537
2022-09-16,2.2540569325952244,1.9955216719828537
2022-09-19,2.2540569325952244,1.9955216719828537
2022-09-20,2.2540569325952244,1.9862060160733221
2022-09-21,2.311254351553499,2.139057518070091
2022-09-22,2.3112543515534996,2.177654869934538
2022-09-23,2.2800933963558183,2.196114020149638
2022-09-26,2.231097870533937,2.177654869934538
2022-09-27,2.2800933963558183,2.1961140201496376
2022-09-28,2.280093396355818,2.196114020149638
2022-09-29,2.2800933963558183,2.253707221561461
2022-09-30,2.2800933963558188,2.3291983166207757
2022-10-03,2.2800933963558183,2.329198316620776
2022-10-04,2.280093396355818,2.257140483888051
2022-10-05,2.2800933963558188,2.412533005344567
2022-10-06,2.219138372155093,2.412533005344567
2022-10-07,2.238339186831914,2.5463777295145453
2022-10-10,2.238339186831914,2.605248072777209
2022-10-11,2.238339186831914,2.5463777295145453
2022-10-12,2.238339186831914,2.5463777295145453
2022-10-13,2.238339186831914,2.5463777295145453
2022-10-14,2.545633126980073,2.605248072777209
2022-10-17,2.5456331269800727,2.6052480727772096
2022-10-18,2.8806049705416323,2.7485535390288827
2022-10-19,2.545633126980073,2.605248072777209
2022-10-20,2.880604970541632,2.66370063644697
2022-10-21,2.930962215561117,2.807006102698644
2022-10-24,2.9309622155611166,2.807006102698644
2022-10-25,2.880604970541632,2.6870992734605466
2022-10-26,2.8806049705416314,2.6870992734605466
2022-10-27,2.930962215561117,2.8070061026986437
2022-10-28,2.930962215561117,2.807006102698644
2022-10-31,2.8231583173029695,2.6870992734605466
2022-11-01,2.930962215561117,3.07106465933549
2022-11-02,2.970551842699276,3.447193252379173
2022-11-03,3.1772926900905767,3.447193252379174
2022-11-04,3.313878474017085,3.4517362234120066
2022-11-07,3.313878474017085,3.308700211038341
2022-11-08,3.313878474017085,3.308700211038341
2022-11-09,3.313878474017085,3.308700211038341
2022-11-10,3.192918152527012,3.278621374598879
2022-11-11,3.192918152527012,3.0650719547302767
2022-11-14,3.192918152527013,3.0650719547302767
2022-11-15,3.192918152527012,2.940844619975413
2022-11-16,3.1929181525270116,2.940844619975413
2022-11-17,3.1929181525270125,2.940844619975413
2022-11-18,3.0890880403798255,2.763820340060888
2022-11-21,3.140679236077851,2.7095406930520083
2022-11-22,3.203401207738633,2.7095406930520083
2022-11-23,3.1406792360778506,2.4954540817714577
2022-11-25,3.0890880403798255,2.388869050152236
2022-11-28,2.7769873176757045,2.3725720365559484
2022-11-29,2.776987317675705,2.3725720365559484
2022-11-30,2.776987317675705,2.3725720365559484
2022-12-01,2.45575428301348,2.184407142334213
2022-12-02,2.4266572965187283,2.184407142334213
2022-12-05,2.40718060382051,2.1725919668678193
2022-12-06,2.4266572965187283,2.1725919668678197
2022-12-07,2.4088575079156445,1.997999877004364
2022-12-08,2.399794456913795,2.1696512313398397
2022-12-09,2.300708590140042,1.997999877004364
2022-12-12,2.177875993049678,1.997999877004364
2022-12-13,2.3007085901400424,2.0850368950882587
2022-12-14,2.300708590140042,2.0850368950882583
2022-12-15,2.399794456913795,2.211262785817945
2022-12-16,2.300708590140042,2.211262785817945
2022-12-19,2.300708590140042,2.298817857597506
2022-12-20,2.157122237843577,2.298817857597505
2022-12-21,2.157122237843577,2.298817857597506
